"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 10 10:36:34 GMT 2023","Wed May 10 10:36:53 GMT 2023","19062","","Проверка параметров","","tests.SelenideTests","testScenario_1","Проверка параметров отеля","Проверяем совпадение параметров (название, количество звезд, среднюю оценку, количество отзывов и стоимость) отеля на странице с картой и на странице отеля"
"failed","Wed May 10 10:36:53 GMT 2023","Wed May 10 10:37:07 GMT 2023","13189","","Проверка параметров","","tests.SelenideTests","testScenario_2","Проверка параметров достопримечательности","Проверяем совпадение параметров (название и цену) достопримечательности на странице всех достопримечательностей города и на странице выбранной достопримечательности "
